Vial,coral.id,timepoint,life.stage,metric,Dilution.Factor,Count.1,Count.2,Count.3,Count.4,Count.5,Count.6,Sum.Counts,#squares/count,Total#Squares,Counter.Initials,Date.Counted
469,R7,T1,Adult,Zoox,,,,,,,,,,,,
470,R7,T1,Adult,Zoox,,,,,,,,,,,,
471,R7,T1,Adult,Zoox,,,,,,,,,,,,
472,R7,T1,Adult,Protein,,,,,,,,,,,,
473,R7,T1,Adult,Protein,,,,,,,,,,,,
474,R7,T1,Adult,Protein,,,,,,,,,,,,
475,R7,T1,Adult,RNA/DNA,,,,,,,,,,,,
476,R7,T1,Adult,RNA/DNA,,,,,,,,,,,,
477,R7,T1,Adult,RNA/DNA,,,,,,,,,,,,
478,R13,T1,Adult,Zoox,,,,,,,,,,,,
479,R13,T1,Adult,Zoox,,,,,,,,,,,,
480,R13,T1,Adult,Zoox,,,,,,,,,,,,
481,R13,T1,Adult,Protein,,,,,,,,,,,,
482,R13,T1,Adult,Protein,,,,,,,,,,,,
483,R13,T1,Adult,Protein,,,,,,,,,,,,
484,R13,T1,Adult,RNA/DNA,,,,,,,,,,,,
485,R13,T1,Adult,RNA/DNA,,,,,,,,,,,,
486,R13,T1,Adult,RNA/DNA,,,,,,,,,,,,
487,R16,T2,Adult,Zoox,,,,,,,,,,,,
488,R16,T2,Adult,Zoox,,,,,,,,,,,,
489,R16,T2,Adult,Zoox,,,,,,,,,,,,
490,R16,T2,Adult,Protein,,,,,,,,,,,,
491,R16,T2,Adult,Protein,,,,,,,,,,,,
492,R16,T2,Adult,Protein,,,,,,,,,,,,
493,R16,T2,Adult,RNA/DNA,,,,,,,,,,,,
494,R16,T2,Adult,RNA/DNA,,,,,,,,,,,,
495,R16,T2,Adult,RNA/DNA,,,,,,,,,,,,
496,P1,T2,Adult,Zoox,,,,,,,,,,,,
497,P1,T2,Adult,Zoox,,,,,,,,,,,,
498,P1,T2,Adult,Zoox,,,,,,,,,,,,
499,P1,T2,Adult,Protein,,,,,,,,,,,,
500,P1,T2,Adult,Protein,,,,,,,,,,,,
501,P1,T2,Adult,Protein,,,,,,,,,,,,
502,P1,T2,Adult,RNA/DNA,,,,,,,,,,,,
503,P1,T2,Adult,RNA/DNA,,,,,,,,,,,,
504,P1,T2,Adult,RNA/DNA,,,,,,,,,,,,
505,P18,T2,Adult,Zoox,,,,,,,,,,,,
506,P18,T2,Adult,Zoox,,,,,,,,,,,,
507,P18,T2,Adult,Zoox,,,,,,,,,,,,
508,P18,T2,Adult,Protein,,,,,,,,,,,,
509,P18,T2,Adult,Protein,,,,,,,,,,,,
510,P18,T2,Adult,Protein,,,,,,,,,,,,
511,P18,T2,Adult,RNA/DNA,,,,,,,,,,,,
512,P18,T2,Adult,RNA/DNA,,,,,,,,,,,,
513,P18,T2,Adult,RNA/DNA,,,,,,,,,,,,
514,P19,T2,Adult,Zoox,,,,,,,,,,,,
515,P19,T2,Adult,Zoox,,,,,,,,,,,,
516,P19,T2,Adult,Zoox,,,,,,,,,,,,
517,P19,T2,Adult,Protein,,,,,,,,,,,,
518,P19,T2,Adult,Protein,,,,,,,,,,,,
519,P19,T2,Adult,Protein,,,,,,,,,,,,
520,P19,T2,Adult,RNA/DNA,,,,,,,,,,,,
521,P19,T2,Adult,RNA/DNA,,,,,,,,,,,,
522,P19,T2,Adult,RNA/DNA,,,,,,,,,,,,
523,P6,T2,Adult,Zoox,,,,,,,,,,,,
524,P6,T2,Adult,Zoox,,,,,,,,,,,,
525,P6,T2,Adult,Zoox,,,,,,,,,,,,
526,P6,T2,Adult,Protein,,,,,,,,,,,,
527,P6,T2,Adult,Protein,,,,,,,,,,,,
528,P6,T2,Adult,Protein,,,,,,,,,,,,
529,P6,T2,Adult,RNA/DNA,,,,,,,,,,,,
530,P6,T2,Adult,RNA/DNA,,,,,,,,,,,,
531,P6,T2,Adult,RNA/DNA,,,,,,,,,,,,
532,P9,T2,Adult,Zoox,,,,,,,,,,,,
533,P9,T2,Adult,Zoox,,,,,,,,,,,,
534,P9,T2,Adult,Zoox,,,,,,,,,,,,
535,P9,T2,Adult,Protein,,,,,,,,,,,,
536,P9,T2,Adult,Protein,,,,,,,,,,,,
537,P9,T2,Adult,Protein,,,,,,,,,,,,
538,P9,T2,Adult,RNA/DNA,,,,,,,,,,,,
539,P9,T2,Adult,RNA/DNA,,,,,,,,,,,,
540,P9,T2,Adult,RNA/DNA,,,,,,,,,,,,
541,P14,T2,Adult,Zoox,,,,,,,,,,,,
542,P14,T2,Adult,Zoox,,,,,,,,,,,,
543,P14,T2,Adult,Zoox,,,,,,,,,,,,
544,P14,T2,Adult,Protein,,,,,,,,,,,,
545,P14,T2,Adult,Protein,,,,,,,,,,,,
546,P14,T2,Adult,Protein,,,,,,,,,,,,
547,P14,T2,Adult,RNA/DNA,,,,,,,,,,,,
548,P14,T2,Adult,RNA/DNA,,,,,,,,,,,,
549,P14,T2,Adult,RNA/DNA,,,,,,,,,,,,
550,P11,T2,Adult,Zoox,,,,,,,,,,,,
551,P11,T2,Adult,Zoox,,,,,,,,,,,,
552,P11,T2,Adult,Zoox,,,,,,,,,,,,
553,P11,T2,Adult,Protein,,,,,,,,,,,,
554,P11,T2,Adult,Protein,,,,,,,,,,,,
555,P11,T2,Adult,Protein,,,,,,,,,,,,
556,P11,T2,Adult,RNA/DNA,,,,,,,,,,,,
557,P11,T2,Adult,RNA/DNA,,,,,,,,,,,,
558,P11,T2,Adult,RNA/DNA,,,,,,,,,,,,
559,P2,T2,Adult,Zoox,,,,,,,,,,,,
560,P2,T2,Adult,Zoox,,,,,,,,,,,,
561,P2,T2,Adult,Zoox,,,,,,,,,,,,
562,P2,T2,Adult,Protein,,,,,,,,,,,,
563,P2,T2,Adult,Protein,,,,,,,,,,,,
564,P2,T2,Adult,Protein,,,,,,,,,,,,
565,P2,T2,Adult,RNA/DNA,,,,,,,,,,,,
566,P2,T2,Adult,RNA/DNA,,,,,,,,,,,,
567,P2,T2,Adult,RNA/DNA,,,,,,,,,,,,
568,P8,T2,Adult,Zoox,,,,,,,,,,,,
569,P8,T2,Adult,Zoox,,,,,,,,,,,,
570,P8,T2,Adult,Zoox,,,,,,,,,,,,
571,P8,T2,Adult,Protein,,,,,,,,,,,,
572,P8,T2,Adult,Protein,,,,,,,,,,,,
573,P8,T2,Adult,Protein,,,,,,,,,,,,
574,P8,T2,Adult,RNA/DNA,,,,,,,,,,,,
575,P8,T2,Adult,RNA/DNA,,,,,,,,,,,,
576,P8,T2,Adult,RNA/DNA,,,,,,,,,,,,
577,P4,T2,Adult,Zoox,,,,,,,,,,,,
578,P4,T2,Adult,Zoox,,,,,,,,,,,,
579,P4,T2,Adult,Zoox,,,,,,,,,,,,
580,P4,T2,Adult,Protein,,,,,,,,,,,,
581,P4,T2,Adult,Protein,,,,,,,,,,,,
582,P4,T2,Adult,Protein,,,,,,,,,,,,
583,P4,T2,Adult,RNA/DNA,,,,,,,,,,,,
584,P4,T2,Adult,RNA/DNA,,,,,,,,,,,,
585,P4,T2,Adult,RNA/DNA,,,,,,,,,,,,
586,R13,T2,Adult,Zoox,,,,,,,,,,,,
587,R13,T2,Adult,Zoox,,,,,,,,,,,,
588,R13,T2,Adult,Zoox,,,,,,,,,,,,
589,R13,T2,Adult,Protein,,,,,,,,,,,,
590,R13,T2,Adult,Protein,,,,,,,,,,,,
591,R13,T2,Adult,Protein,,,,,,,,,,,,
592,R13,T2,Adult,RNA/DNA,,,,,,,,,,,,
593,R13,T2,Adult,RNA/DNA,,,,,,,,,,,,
594,R13,T2,Adult,RNA/DNA,,,,,,,,,,,,
595,P13,T2,Adult,Zoox,,,,,,,,,,,,
596,P13,T2,Adult,Zoox,,,,,,,,,,,,
597,P13,T2,Adult,Zoox,,,,,,,,,,,,
598,P13,T2,Adult,Protein,,,,,,,,,,,,
599,P13,T2,Adult,Protein,,,,,,,,,,,,
600,P13,T2,Adult,Protein,,,,,,,,,,,,
601,P13,T2,Adult,RNA/DNA,,,,,,,,,,,,
602,P13,T2,Adult,RNA/DNA,,,,,,,,,,,,
603,P13,T2,Adult,RNA/DNA,,,,,,,,,,,,
604,P16,T2,Adult,Zoox,,,,,,,,,,,,
605,P16,T2,Adult,Zoox,,,,,,,,,,,,
606,P16,T2,Adult,Zoox,,,,,,,,,,,,
607,P16,T2,Adult,Protein,,,,,,,,,,,,
608,P16,T2,Adult,Protein,,,,,,,,,,,,
609,P16,T2,Adult,Protein,,,,,,,,,,,,
610,P16,T2,Adult,RNA/DNA,,,,,,,,,,,,
611,P16,T2,Adult,RNA/DNA,,,,,,,,,,,,
612,P16,T2,Adult,RNA/DNA,,,,,,,,,,,,
613,P15,T2,Adult,Zoox,,,,,,,,,,,,
614,P15,T2,Adult,Zoox,,,,,,,,,,,,
615,P15,T2,Adult,Zoox,,,,,,,,,,,,
616,P15,T2,Adult,Protein,,,,,,,,,,,,
617,P15,T2,Adult,Protein,,,,,,,,,,,,
618,P15,T2,Adult,Protein,,,,,,,,,,,,
619,P15,T2,Adult,RNA/DNA,,,,,,,,,,,,
620,P15,T2,Adult,RNA/DNA,,,,,,,,,,,,
621,P15,T2,Adult,RNA/DNA,,,,,,,,,,,,
622,P10,T2,Adult,Zoox,,,,,,,,,,,,
623,P10,T2,Adult,Zoox,,,,,,,,,,,,
624,P10,T2,Adult,Zoox,,,,,,,,,,,,
625,P10,T2,Adult,Protein,,,,,,,,,,,,
626,P10,T2,Adult,Protein,,,,,,,,,,,,
627,P10,T2,Adult,Protein,,,,,,,,,,,,
628,P10,T2,Adult,RNA/DNA,,,,,,,,,,,,
629,P10,T2,Adult,RNA/DNA,,,,,,,,,,,,
630,P10,T2,Adult,RNA/DNA,,,,,,,,,,,,
631,P17,T2,Adult,Zoox,,,,,,,,,,,,
632,P17,T2,Adult,Zoox,,,,,,,,,,,,
633,P17,T2,Adult,Zoox,,,,,,,,,,,,
634,P17,T2,Adult,Protein,,,,,,,,,,,,
635,P17,T2,Adult,Protein,,,,,,,,,,,,
636,P17,T2,Adult,Protein,,,,,,,,,,,,
637,P17,T2,Adult,RNA/DNA,,,,,,,,,,,,
638,P17,T2,Adult,RNA/DNA,,,,,,,,,,,,
639,P17,T2,Adult,RNA/DNA,,,,,,,,,,,,
640,P20,T2,Adult,Zoox,,,,,,,,,,,,
641,P20,T2,Adult,Zoox,,,,,,,,,,,,
642,P20,T2,Adult,Zoox,,,,,,,,,,,,
643,P20,T2,Adult,Protein,,,,,,,,,,,,
644,P20,T2,Adult,Protein,,,,,,,,,,,,
645,P20,T2,Adult,Protein,,,,,,,,,,,,
646,P20,T2,Adult,RNA/DNA,,,,,,,,,,,,
647,P20,T2,Adult,RNA/DNA,,,,,,,,,,,,
648,P20,T2,Adult,RNA/DNA,,,,,,,,,,,,
649,R9,T2,Adult,Zoox,,,,,,,,,,,,
650,R9,T2,Adult,Zoox,,,,,,,,,,,,
651,R9,T2,Adult,Zoox,,,,,,,,,,,,
652,R9,T2,Adult,Protein,,,,,,,,,,,,
653,R9,T2,Adult,Protein,,,,,,,,,,,,
654,R9,T2,Adult,Protein,,,,,,,,,,,,
655,R9,T2,Adult,RNA/DNA,,,,,,,,,,,,
656,R9,T2,Adult,RNA/DNA,,,,,,,,,,,,
657,R9,T2,Adult,RNA/DNA,,,,,,,,,,,,
658,P7,T2,Adult,Zoox,,,,,,,,,,,,
659,P7,T2,Adult,Zoox,,,,,,,,,,,,
660,P7,T2,Adult,Zoox,,,,,,,,,,,,
661,P7,T2,Adult,Protein,,,,,,,,,,,,
662,P7,T2,Adult,Protein,,,,,,,,,,,,
663,P7,T2,Adult,Protein,,,,,,,,,,,,
664,P7,T2,Adult,RNA/DNA,,,,,,,,,,,,
665,P7,T2,Adult,RNA/DNA,,,,,,,,,,,,
666,P7,T2,Adult,RNA/DNA,,,,,,,,,,,,
667,R3,T2,Adult,Zoox,,,,,,,,,,,,
668,R3,T2,Adult,Zoox,,,,,,,,,,,,
669,R3,T2,Adult,Zoox,,,,,,,,,,,,
670,R3,T2,Adult,Protein,,,,,,,,,,,,
671,R3,T2,Adult,Protein,,,,,,,,,,,,
672,R3,T2,Adult,Protein,,,,,,,,,,,,
673,R3,T2,Adult,RNA/DNA,,,,,,,,,,,,
674,R3,T2,Adult,RNA/DNA,,,,,,,,,,,,
675,R3,T2,Adult,RNA/DNA,,,,,,,,,,,,
676,R19,T2,Adult,Zoox,,,,,,,,,,,,
677,R19,T2,Adult,Zoox,,,,,,,,,,,,
678,R19,T2,Adult,Zoox,,,,,,,,,,,,
679,R19,T2,Adult,Protein,,,,,,,,,,,,
680,R19,T2,Adult,Protein,,,,,,,,,,,,
681,R19,T2,Adult,Protein,,,,,,,,,,,,
682,R19,T2,Adult,RNA/DNA,,,,,,,,,,,,
683,R19,T2,Adult,RNA/DNA,,,,,,,,,,,,
684,R19,T2,Adult,RNA/DNA,,,,,,,,,,,,
685,R14,T2,Adult,Zoox,,,,,,,,,,,,
686,R14,T2,Adult,Zoox,,,,,,,,,,,,
687,R14,T2,Adult,Zoox,,,,,,,,,,,,
688,R14,T2,Adult,Protein,,,,,,,,,,,,
689,R14,T2,Adult,Protein,,,,,,,,,,,,
690,R14,T2,Adult,Protein,,,,,,,,,,,,
691,R14,T2,Adult,RNA/DNA,,,,,,,,,,,,
692,R14,T2,Adult,RNA/DNA,,,,,,,,,,,,
693,R14,T2,Adult,RNA/DNA,,,,,,,,,,,,
694,P5,T2,Adult,Zoox,,,,,,,,,,,,
695,P5,T2,Adult,Zoox,,,,,,,,,,,,
696,P5,T2,Adult,Zoox,,,,,,,,,,,,
697,P5,T2,Adult,Protein,,,,,,,,,,,,
698,P5,T2,Adult,Protein,,,,,,,,,,,,
699,P5,T2,Adult,Protein,,,,,,,,,,,,
700,P5,T2,Adult,RNA/DNA,,,,,,,,,,,,
701,P5,T2,Adult,RNA/DNA,,,,,,,,,,,,
702,P5,T2,Adult,RNA/DNA,,,,,,,,,,,,
703,R20,T2,Adult,Zoox,,,,,,,,,,,,
704,R20,T2,Adult,Zoox,,,,,,,,,,,,
705,R20,T2,Adult,Zoox,,,,,,,,,,,,
706,R20,T2,Adult,Protein,,,,,,,,,,,,
707,R20,T2,Adult,Protein,,,,,,,,,,,,
708,R20,T2,Adult,Protein,,,,,,,,,,,,
709,R20,T2,Adult,RNA/DNA,,,,,,,,,,,,
710,R20,T2,Adult,RNA/DNA,,,,,,,,,,,,
711,R20,T2,Adult,RNA/DNA,,,,,,,,,,,,
712,P3,T2,Adult,Chlorophyll,,,,,,,,,,,,
713,P3,T2,Adult,Chlorophyll,,,,,,,,,,,,
714,P3,T2,Adult,Chlorophyll,,,,,,,,,,,,
715,R1,T2,Adult,Chlorophyll,,,,,,,,,,,,
716,R1,T2,Adult,Chlorophyll,,,,,,,,,,,,
717,R1,T2,Adult,Chlorophyll,,,,,,,,,,,,
718,P12,T2,Adult,Chlorophyll,,,,,,,,,,,,
719,P12,T2,Adult,Chlorophyll,,,,,,,,,,,,
720,P12,T2,Adult,Chlorophyll,,,,,,,,,,,,
721,P20,T1,Adult,Chlorophyll,,,,,,,,,,,,
722,P20,T1,Adult,Chlorophyll,,,,,,,,,,,,
723,P20,T1,Adult,Chlorophyll,,,,,,,,,,,,
724,P16,T1,Adult,Chlorophyll,,,,,,,,,,,,
725,P16,T1,Adult,Chlorophyll,,,,,,,,,,,,
726,P16,T1,Adult,Chlorophyll,,,,,,,,,,,,
727,P4,T1,Adult,Chlorophyll,,,,,,,,,,,,
728,P4,T1,Adult,Chlorophyll,,,,,,,,,,,,
729,P4,T1,Adult,Chlorophyll,,,,,,,,,,,,
730,P19,T1,Adult,Chlorophyll,,,,,,,,,,,,
731,P19,T1,Adult,Chlorophyll,,,,,,,,,,,,
732,P19,T1,Adult,Chlorophyll,,,,,,,,,,,,
733,P7,T1,Adult,Chlorophyll,,,,,,,,,,,,
734,P7,T1,Adult,Chlorophyll,,,,,,,,,,,,
735,P7,T1,Adult,Chlorophyll,,,,,,,,,,,,
736,P8,T1,Adult,Chlorophyll,,,,,,,,,,,,
737,P8,T1,Adult,Chlorophyll,,,,,,,,,,,,
738,P8,T1,Adult,Chlorophyll,,,,,,,,,,,,
739,P13,T1,Adult,Chlorophyll,,,,,,,,,,,,
740,P13,T1,Adult,Chlorophyll,,,,,,,,,,,,
741,P13,T1,Adult,Chlorophyll,,,,,,,,,,,,
742,P2,T1,Adult,Chlorophyll,,,,,,,,,,,,
743,P2,T1,Adult,Chlorophyll,,,,,,,,,,,,
744,P2,T1,Adult,Chlorophyll,,,,,,,,,,,,
745,P10,T1,Adult,Chlorophyll,,,,,,,,,,,,
746,P10,T1,Adult,Chlorophyll,,,,,,,,,,,,
747,P10,T1,Adult,Chlorophyll,,,,,,,,,,,,
748,P18,T1,Adult,Chlorophyll,,,,,,,,,,,,
749,P18,T1,Adult,Chlorophyll,,,,,,,,,,,,
750,P18,T1,Adult,Chlorophyll,,,,,,,,,,,,
751,P12,T1,Adult,Chlorophyll,,,,,,,,,,,,
752,P12,T1,Adult,Chlorophyll,,,,,,,,,,,,
753,P12,T1,Adult,Chlorophyll,,,,,,,,,,,,
754,P9,T1,Adult,Chlorophyll,,,,,,,,,,,,
755,P9,T1,Adult,Chlorophyll,,,,,,,,,,,,
756,P9,T1,Adult,Chlorophyll,,,,,,,,,,,,
757,P17,T1,Adult,Chlorophyll,,,,,,,,,,,,
758,P17,T1,Adult,Chlorophyll,,,,,,,,,,,,
759,P17,T1,Adult,Chlorophyll,,,,,,,,,,,,
760,P11,T1,Adult,Chlorophyll,,,,,,,,,,,,
761,P11,T1,Adult,Chlorophyll,,,,,,,,,,,,
762,P11,T1,Adult,Chlorophyll,,,,,,,,,,,,
763,P1,T1,Adult,Chlorophyll,,,,,,,,,,,,
764,P1,T1,Adult,Chlorophyll,,,,,,,,,,,,
765,P1,T1,Adult,Chlorophyll,,,,,,,,,,,,
766,P6,T1,Adult,Chlorophyll,,,,,,,,,,,,
767,P6,T1,Adult,Chlorophyll,,,,,,,,,,,,
768,P6,T1,Adult,Chlorophyll,,,,,,,,,,,,
769,P5,T1,Adult,Chlorophyll,,,,,,,,,,,,
770,P5,T1,Adult,Chlorophyll,,,,,,,,,,,,
771,P5,T1,Adult,Chlorophyll,,,,,,,,,,,,
772,P14,T1,Adult,Chlorophyll,,,,,,,,,,,,
773,P14,T1,Adult,Chlorophyll,,,,,,,,,,,,
774,P14,T1,Adult,Chlorophyll,,,,,,,,,,,,
775,P3,T1,Adult,Chlorophyll,,,,,,,,,,,,
776,P3,T1,Adult,Chlorophyll,,,,,,,,,,,,
777,P3,T1,Adult,Chlorophyll,,,,,,,,,,,,
778,P15,T1,Adult,Chlorophyll,,,,,,,,,,,,
779,P15,T1,Adult,Chlorophyll,,,,,,,,,,,,
780,P15,T1,Adult,Chlorophyll,,,,,,,,,,,,
781,R4,T2,Adult,Chlorophyll,,,,,,,,,,,,
782,R4,T2,Adult,Chlorophyll,,,,,,,,,,,,
783,R4,T2,Adult,Chlorophyll,,,,,,,,,,,,
784,R2,T2,Adult,Chlorophyll,,,,,,,,,,,,
785,R2,T2,Adult,Chlorophyll,,,,,,,,,,,,
786,R2,T2,Adult,Chlorophyll,,,,,,,,,,,,
787,R11,T2,Adult,Chlorophyll,,,,,,,,,,,,
788,R11,T2,Adult,Chlorophyll,,,,,,,,,,,,
789,R11,T2,Adult,Chlorophyll,,,,,,,,,,,,
790,R5,T2,Adult,Chlorophyll,,,,,,,,,,,,
791,R5,T2,Adult,Chlorophyll,,,,,,,,,,,,
792,R5,T2,Adult,Chlorophyll,,,,,,,,,,,,
793,R18,T2,Adult,Chlorophyll,,,,,,,,,,,,
794,R18,T2,Adult,Chlorophyll,,,,,,,,,,,,
795,R18,T2,Adult,Chlorophyll,,,,,,,,,,,,
796,R6,T2,Adult,Chlorophyll,,,,,,,,,,,,
797,R6,T2,Adult,Chlorophyll,,,,,,,,,,,,
798,R6,T2,Adult,Chlorophyll,,,,,,,,,,,,
799,R10,T2,Adult,Chlorophyll,,,,,,,,,,,,
800,R10,T2,Adult,Chlorophyll,,,,,,,,,,,,
801,R10,T2,Adult,Chlorophyll,,,,,,,,,,,,
802,R8,T2,Adult,Chlorophyll,,,,,,,,,,,,
803,R8,T2,Adult,Chlorophyll,,,,,,,,,,,,
804,R8,T2,Adult,Chlorophyll,,,,,,,,,,,,
805,R12,T2,Adult,Chlorophyll,,,,,,,,,,,,
806,R12,T2,Adult,Chlorophyll,,,,,,,,,,,,
807,R12,T2,Adult,Chlorophyll,,,,,,,,,,,,
808,R7,T2,Adult,Chlorophyll,,,,,,,,,,,,
809,R7,T2,Adult,Chlorophyll,,,,,,,,,,,,
810,R7,T2,Adult,Chlorophyll,,,,,,,,,,,,
811,R15,T2,Adult,Chlorophyll,,,,,,,,,,,,
812,R15,T2,Adult,Chlorophyll,,,,,,,,,,,,
813,R15,T2,Adult,Chlorophyll,,,,,,,,,,,,
814,R17,T1,Adult,Chlorophyll,,,,,,,,,,,,
815,R17,T1,Adult,Chlorophyll,,,,,,,,,,,,
816,R17,T1,Adult,Chlorophyll,,,,,,,,,,,,
817,R6,T1,Adult,Chlorophyll,,,,,,,,,,,,
818,R6,T1,Adult,Chlorophyll,,,,,,,,,,,,
819,R6,T1,Adult,Chlorophyll,,,,,,,,,,,,
820,R2,T1,Adult,Chlorophyll,,,,,,,,,,,,
821,R2,T1,Adult,Chlorophyll,,,,,,,,,,,,
822,R2,T1,Adult,Chlorophyll,,,,,,,,,,,,
823,R3,T1,Adult,Chlorophyll,,,,,,,,,,,,
824,R3,T1,Adult,Chlorophyll,,,,,,,,,,,,
825,R3,T1,Adult,Chlorophyll,,,,,,,,,,,,
826,R8,T1,Adult,Chlorophyll,,,,,,,,,,,,
827,R8,T1,Adult,Chlorophyll,,,,,,,,,,,,
828,R8,T1,Adult,Chlorophyll,,,,,,,,,,,,
829,R1,T1,Adult,Chlorophyll,,,,,,,,,,,,
830,R1,T1,Adult,Chlorophyll,,,,,,,,,,,,
831,R1,T1,Adult,Chlorophyll,,,,,,,,,,,,
832,R18,T1,Adult,Chlorophyll,,,,,,,,,,,,
833,R18,T1,Adult,Chlorophyll,,,,,,,,,,,,
834,R18,T1,Adult,Chlorophyll,,,,,,,,,,,,
835,R5,T1,Adult,Chlorophyll,,,,,,,,,,,,
836,R5,T1,Adult,Chlorophyll,,,,,,,,,,,,
837,R5,T1,Adult,Chlorophyll,,,,,,,,,,,,
838,R20,T1,Adult,Chlorophyll,,,,,,,,,,,,
839,R20,T1,Adult,Chlorophyll,,,,,,,,,,,,
840,R20,T1,Adult,Chlorophyll,,,,,,,,,,,,
841,R12,T1,Adult,Chlorophyll,,,,,,,,,,,,
842,R12,T1,Adult,Chlorophyll,,,,,,,,,,,,
843,R12,T1,Adult,Chlorophyll,,,,,,,,,,,,
844,R4,T1,Adult,Chlorophyll,,,,,,,,,,,,
845,R4,T1,Adult,Chlorophyll,,,,,,,,,,,,
846,R4,T1,Adult,Chlorophyll,,,,,,,,,,,,
847,R15,T1,Adult,Chlorophyll,,,,,,,,,,,,
848,R15,T1,Adult,Chlorophyll,,,,,,,,,,,,
849,R15,T1,Adult,Chlorophyll,,,,,,,,,,,,
850,R9,T1,Adult,Chlorophyll,,,,,,,,,,,,
851,R9,T1,Adult,Chlorophyll,,,,,,,,,,,,
852,R9,T1,Adult,Chlorophyll,,,,,,,,,,,,
853,R11,T1,Adult,Chlorophyll,,,,,,,,,,,,
854,R11,T1,Adult,Chlorophyll,,,,,,,,,,,,
855,R11,T1,Adult,Chlorophyll,,,,,,,,,,,,
856,R16,T1,Adult,Chlorophyll,,,,,,,,,,,,
857,R16,T1,Adult,Chlorophyll,,,,,,,,,,,,
858,R16,T1,Adult,Chlorophyll,,,,,,,,,,,,
859,R19,T1,Adult,Chlorophyll,,,,,,,,,,,,
860,R19,T1,Adult,Chlorophyll,,,,,,,,,,,,
861,R19,T1,Adult,Chlorophyll,,,,,,,,,,,,
862,R10,T1,Adult,Chlorophyll,,,,,,,,,,,,
863,R10,T1,Adult,Chlorophyll,,,,,,,,,,,,
864,R10,T1,Adult,Chlorophyll,,,,,,,,,,,,
865,R14,T1,Adult,Chlorophyll,,,,,,,,,,,,
866,R14,T1,Adult,Chlorophyll,,,,,,,,,,,,
867,R14,T1,Adult,Chlorophyll,,,,,,,,,,,,
868,R7,T1,Adult,Chlorophyll,,,,,,,,,,,,
869,R7,T1,Adult,Chlorophyll,,,,,,,,,,,,
870,R7,T1,Adult,Chlorophyll,,,,,,,,,,,,
871,R13,T1,Adult,Chlorophyll,,,,,,,,,,,,
872,R13,T1,Adult,Chlorophyll,,,,,,,,,,,,
873,R13,T1,Adult,Chlorophyll,,,,,,,,,,,,
874,R16,T2,Adult,Chlorophyll,,,,,,,,,,,,
875,R16,T2,Adult,Chlorophyll,,,,,,,,,,,,
876,R16,T2,Adult,Chlorophyll,,,,,,,,,,,,
877,P1,T2,Adult,Chlorophyll,,,,,,,,,,,,
878,P1,T2,Adult,Chlorophyll,,,,,,,,,,,,
879,P1,T2,Adult,Chlorophyll,,,,,,,,,,,,
880,P18,T2,Adult,Chlorophyll,,,,,,,,,,,,
881,P18,T2,Adult,Chlorophyll,,,,,,,,,,,,
882,P18,T2,Adult,Chlorophyll,,,,,,,,,,,,
883,P19,T2,Adult,Chlorophyll,,,,,,,,,,,,
884,P19,T2,Adult,Chlorophyll,,,,,,,,,,,,
885,P19,T2,Adult,Chlorophyll,,,,,,,,,,,,
886,P6,T2,Adult,Chlorophyll,,,,,,,,,,,,
887,P6,T2,Adult,Chlorophyll,,,,,,,,,,,,
888,P6,T2,Adult,Chlorophyll,,,,,,,,,,,,
889,P9,T2,Adult,Chlorophyll,,,,,,,,,,,,
890,P9,T2,Adult,Chlorophyll,,,,,,,,,,,,
891,P9,T2,Adult,Chlorophyll,,,,,,,,,,,,
892,P14,T2,Adult,Chlorophyll,,,,,,,,,,,,
893,P14,T2,Adult,Chlorophyll,,,,,,,,,,,,
894,P14,T2,Adult,Chlorophyll,,,,,,,,,,,,
895,P11,T2,Adult,Chlorophyll,,,,,,,,,,,,
896,P11,T2,Adult,Chlorophyll,,,,,,,,,,,,
897,P11,T2,Adult,Chlorophyll,,,,,,,,,,,,
898,P2,T2,Adult,Chlorophyll,,,,,,,,,,,,
899,P2,T2,Adult,Chlorophyll,,,,,,,,,,,,
900,P2,T2,Adult,Chlorophyll,,,,,,,,,,,,
901,P8,T2,Adult,Chlorophyll,,,,,,,,,,,,
902,P8,T2,Adult,Chlorophyll,,,,,,,,,,,,
903,P8,T2,Adult,Chlorophyll,,,,,,,,,,,,
904,P4,T2,Adult,Chlorophyll,,,,,,,,,,,,
905,P4,T2,Adult,Chlorophyll,,,,,,,,,,,,
906,P4,T2,Adult,Chlorophyll,,,,,,,,,,,,
907,R13,T2,Adult,Chlorophyll,,,,,,,,,,,,
908,R13,T2,Adult,Chlorophyll,,,,,,,,,,,,
909,R13,T2,Adult,Chlorophyll,,,,,,,,,,,,
910,P13,T2,Adult,Chlorophyll,,,,,,,,,,,,
911,P13,T2,Adult,Chlorophyll,,,,,,,,,,,,
912,P13,T2,Adult,Chlorophyll,,,,,,,,,,,,
913,P16,T2,Adult,Chlorophyll,,,,,,,,,,,,
914,P16,T2,Adult,Chlorophyll,,,,,,,,,,,,
915,P16,T2,Adult,Chlorophyll,,,,,,,,,,,,
916,P15,T2,Adult,Chlorophyll,,,,,,,,,,,,
917,P15,T2,Adult,Chlorophyll,,,,,,,,,,,,
918,P15,T2,Adult,Chlorophyll,,,,,,,,,,,,
919,P10,T2,Adult,Chlorophyll,,,,,,,,,,,,
920,P10,T2,Adult,Chlorophyll,,,,,,,,,,,,
